cliente_id,data,valor,tipo
3,2023-08-20,458.22,mensalidade
3,2023-08-11,226.32,mensalidade
3,2023-09-19,202.11,compra
3,2023-09-02,88.17,compra
3,2023-08-28,131.05,compra
3,2023-10-23,335.17,compra
3,2023-10-07,0.62,compra
3,2023-10-16,112.25,compra
3,2023-11-02,237.12,compra
3,2023-11-16,92.78,mensalidade
3,2023-12-24,204.37,compra
3,2023-12-11,153.65,compra
3,2023-12-14,97.87,mensalidade
3,2023-12-08,12.01,mensalidade
3,2024-01-09,164.92,compra
4,2023-04-15,86.6,compra
4,2023-05-25,14.08,cashback
4,2023-05-20,190.4,compra
4,2023-06-10,219.26,compra
4,2023-06-18,112.0,compra
4,2023-07-17,97.73,mensalidade
4,2023-07-24,4.91,cashback
4,2023-08-03,223.43,mensalidade
4,2023-07-18,319.77,compra
4,2023-08-19,232.6,compra
4,2023-08-28,251.35,compra
4,2023-09-02,93.39,compra
4,2023-09-10,185.51,compra
4,2023-09-18,211.97,compra
4,2023-09-30,109.3,compra
4,2023-09-21,68.05,compra
4,2023-10-02,280.59,mensalidade
4,2023-10-11,35.59,compra
4,2023-10-31,265.3,compra
4,2023-11-24,35.13,mensalidade
4,2023-12-15,71.48,compra
4,2023-12-22,186.97,mensalidade
4,2023-12-31,15.56,cashback
5,2022-07-25,119.17,compra
5,2022-07-25,276.88,compra
5,2022-07-19,50.97,compra
5,2022-07-21,13.79,cashback
5,2022-07-06,19.71,cashback
5,2022-08-16,172.48,compra
5,2022-09-07,100.18,compra
5,2022-09-15,102.85,compra
5,2022-09-03,217.97,mensalidade
5,2022-10-01,221.97,mensalidade
5,2022-10-12,174.58,mensalidade
5,2022-11-10,83.68,mensalidade
5,2022-11-19,105.19,mensalidade
5,2022-12-08,148.33,compra
5,2022-12-10,159.39,mensalidade
5,2022-12-19,193.77,mensalidade
5,2022-12-14,133.82,compra
5,2022-12-12,216.03,compra
5,2023-01-21,21.51,cashback
5,2023-01-17,254.44,compra
5,2023-01-22,151.68,mensalidade
5,2023-01-02,17.59,cashback
5,2023-01-20,139.59,compra
5,2023-02-17,84.54,compra
5,2023-02-20,317.39,compra
5,2023-03-26,242.65,mensalidade
5,2023-03-24,213.33,mensalidade
5,2023-03-01,149.02,compra
5,2023-03-15,78.22,compra
5,2023-03-13,228.01,compra
5,2023-04-18,138.24,compra
5,2023-04-07,183.03,mensalidade
5,2023-03-29,104.9,compra
5,2023-04-14,169.6,compra
5,2023-03-30,109.44,mensalidade
5,2023-05-23,112.32,compra
5,2023-06-24,-168.56,reembolso
5,2023-06-12,34.15,mensalidade
5,2023-06-02,3.74,cashback
5,2023-06-14,92.52,mensalidade
5,2023-06-13,132.92,compra
5,2023-07-02,218.61,compra
5,2023-07-07,137.2,compra
5,2023-08-10,148.52,compra
5,2023-07-30,126.91,compra
5,2023-08-17,175.82,mensalidade
5,2023-08-02,83.82,compra
5,2023-08-18,141.3,compra
5,2023-09-11,182.14,mensalidade
5,2023-08-29,167.93,compra
5,2023-09-24,151.01,compra
5,2023-09-12,151.96,mensalidade
5,2023-09-10,189.84,mensalidade
5,2023-10-11,322.25,compra
5,2023-11-12,8.86,cashback
5,2023-11-09,325.18,compra
5,2023-12-15,85.34,compra
5,2023-11-28,19.91,compra
5,2023-12-14,107.94,compra
5,2023-12-11,177.34,compra
5,2024-01-19,300.09,mensalidade
5,2023-12-27,7.81,cashback
5,2024-01-08,189.35,mensalidade
6,2022-09-13,4.44,cashback
6,2022-08-18,296.52,mensalidade
6,2022-09-10,-244.36,reembolso
6,2022-10-06,112.47,compra
6,2022-09-20,1.29,cashback
6,2022-10-31,258.31,mensalidade
6,2022-12-10,140.84,compra
6,2022-11-20,249.03,compra
6,2022-12-05,150.42,mensalidade
6,2023-01-15,15.38,cashback
6,2023-02-02,113.99,compra
6,2023-02-27,199.83,compra
6,2023-03-23,159.62,compra
6,2023-04-11,191.16,mensalidade
6,2023-03-22,27.27,compra
6,2023-04-11,252.21,mensalidade
6,2023-04-29,274.09,compra
6,2023-05-16,159.25,mensalidade
6,2023-04-30,314.86,mensalidade
6,2023-05-02,290.43,compra
6,2023-05-30,201.63,mensalidade
6,2023-05-20,259.49,compra
6,2023-06-08,234.67,compra
6,2023-06-08,9.3,compra
6,2023-06-22,128.45,compra
6,2023-07-08,207.4,mensalidade
6,2023-07-15,280.29,mensalidade
6,2023-06-29,3.96,cashback
6,2023-06-21,13.73,compra
6,2023-08-04,-145.56,reembolso
6,2023-07-30,15.4,mensalidade
6,2023-08-22,142.87,compra
6,2023-09-10,179.33,compra
6,2023-08-25,74.81,compra
6,2023-09-13,144.99,mensalidade
6,2023-08-18,226.41,compra
6,2023-09-27,107.58,compra
6,2023-11-08,86.57,compra
6,2023-11-10,141.44,compra
6,2023-11-04,67.18,compra
6,2023-10-31,307.18,compra
6,2023-11-30,152.82,mensalidade
6,2023-12-14,94.02,mensalidade
6,2023-11-25,16.71,cashback
6,2023-11-25,141.01,mensalidade
6,2023-12-02,132.32,mensalidade
6,2023-12-22,107.56,compra
6,2023-12-26,103.93,compra
6,2023-12-24,28.78,compra
7,2022-09-21,259.35,mensalidade
7,2022-11-08,196.12,compra
7,2022-11-13,174.9,compra
7,2022-11-17,139.77,compra
7,2022-11-17,73.56,compra
7,2022-11-27,89.49,compra
7,2022-12-22,36.22,compra
7,2022-12-23,98.27,compra
7,2023-01-21,63.48,mensalidade
7,2023-02-03,284.97,mensalidade
7,2023-02-08,220.53,compra
7,2023-02-10,156.19,compra
7,2023-02-11,81.1,mensalidade
7,2023-02-27,67.02,compra
7,2023-04-01,134.77,compra
7,2023-04-27,224.09,compra
7,2023-05-07,-302.75,reembolso
7,2023-04-26,38.11,compra
7,2023-05-14,195.04,compra
7,2023-05-24,97.95,compra
7,2023-06-29,111.03,compra
7,2023-06-27,153.88,compra
7,2023-07-16,-83.52,reembolso
7,2023-07-13,13.09,cashback
7,2023-07-08,77.39,mensalidade
7,2023-08-07,103.86,compra
7,2023-08-08,210.43,mensalidade
7,2023-08-13,157.95,compra
7,2023-08-27,210.11,compra
7,2023-08-29,96.99,compra
7,2023-09-17,195.65,compra
7,2023-10-11,19.8,compra
7,2023-10-06,153.85,mensalidade
7,2023-11-02,201.09,compra
7,2023-10-29,17.08,compra
7,2023-11-21,97.85,compra
7,2023-12-07,153.79,compra
7,2023-12-08,230.5,compra
7,2024-01-09,103.85,mensalidade
7,2024-01-10,192.38,compra
8,2023-02-10,265.33,compra
8,2023-02-08,196.17,mensalidade
8,2023-01-25,13.38,cashback
8,2023-02-04,17.97,cashback
8,2023-03-21,101.68,compra
8,2023-03-12,156.93,compra
8,2023-03-06,137.55,mensalidade
8,2023-03-18,177.01,compra
8,2023-04-06,117.05,compra
8,2023-03-28,181.56,mensalidade
8,2023-04-02,116.32,compra
8,2023-04-05,219.69,compra
8,2023-05-18,123.92,mensalidade
8,2023-05-11,13.05,compra
8,2023-05-31,69.35,compra
8,2023-06-20,151.47,compra
8,2023-05-31,284.11,mensalidade
8,2023-06-02,21.64,cashback
8,2023-07-19,26.89,mensalidade
8,2023-07-08,31.71,compra
8,2023-08-10,241.5,mensalidade
8,2023-09-06,200.62,mensalidade
8,2023-09-10,331.66,mensalidade
8,2023-09-09,113.25,compra
8,2023-08-28,82.01,mensalidade
8,2023-10-01,155.73,mensalidade
8,2023-10-02,111.79,mensalidade
8,2023-09-30,233.0,compra
8,2023-10-04,109.2,mensalidade
8,2023-11-07,128.41,mensalidade
8,2023-11-26,71.7,compra
8,2023-12-11,210.56,mensalidade
8,2023-12-17,76.23,mensalidade
8,2023-12-25,183.07,compra
8,2024-01-01,300.14,compra
9,2022-07-14,7.7,compra
9,2022-07-12,26.97,cashback
9,2022-07-12,172.4,compra
9,2022-06-24,59.96,mensalidade
9,2022-07-29,158.75,mensalidade
9,2022-09-15,20.81,cashback
9,2022-09-13,86.76,compra
9,2022-09-09,187.72,mensalidade
9,2022-08-29,27.75,cashback
9,2022-09-07,10.91,cashback
9,2022-10-20,-70.83,reembolso
9,2022-10-03,139.94,mensalidade
9,2022-10-23,154.46,compra
9,2022-10-29,237.54,compra
9,2022-10-29,137.36,mensalidade
9,2022-12-16,115.85,compra
9,2022-12-30,69.03,compra
9,2023-01-14,1.76,cashback
9,2023-01-11,46.8,mensalidade
9,2023-01-14,46.39,compra
9,2023-02-04,129.23,compra
9,2023-01-30,29.75,compra
9,2023-03-05,6.58,cashback
9,2023-03-19,145.66,compra
9,2023-03-04,297.92,compra
9,2023-03-07,240.13,mensalidade
9,2023-03-09,128.49,compra
9,2023-04-12,-61.48,reembolso
9,2023-04-03,355.87,compra
9,2023-04-01,154.74,mensalidade
9,2023-03-31,165.85,compra
9,2023-04-03,138.45,compra
9,2023-05-21,147.38,compra
9,2023-05-08,106.53,compra
9,2023-05-07,129.6,compra
9,2023-04-26,270.32,compra
9,2023-05-18,249.69,compra
9,2023-06-16,15.87,compra
9,2023-06-18,37.4,mensalidade
9,2023-06-02,87.77,compra
9,2023-05-29,224.85,compra
9,2023-07-03,251.72,compra
9,2023-07-06,207.73,compra
9,2023-06-24,59.68,compra
9,2023-08-19,108.04,mensalidade
9,2023-07-30,189.15,compra
9,2023-08-15,130.77,mensalidade
9,2023-07-27,120.01,mensalidade
9,2023-07-23,121.12,mensalidade
9,2023-09-09,242.75,compra
9,2023-09-10,197.45,compra
9,2023-09-10,125.24,compra
9,2023-10-02,176.09,compra
9,2023-09-27,49.91,mensalidade
9,2023-09-29,108.18,compra
9,2023-10-03,233.92,compra
9,2023-11-04,25.47,mensalidade
9,2023-11-10,198.48,compra
9,2023-12-08,16.55,compra
9,2023-12-10,28.57,cashback
9,2023-12-31,106.41,mensalidade
9,2024-01-16,181.93,compra
9,2024-01-18,159.14,compra
10,2022-06-17,162.02,compra
10,2022-06-14,174.62,mensalidade
10,2022-06-17,13.19,compra
10,2022-06-09,-163.67,reembolso
10,2022-06-30,135.28,compra
10,2022-07-18,106.82,compra
10,2022-07-20,8.77,cashback
10,2022-07-06,165.67,compra
10,2022-07-29,71.73,compra
10,2022-08-17,232.33,compra
10,2022-09-09,187.81,compra
10,2022-08-30,170.48,mensalidade
10,2022-09-22,228.62,mensalidade
10,2022-09-11,2.73,compra
10,2022-09-14,47.63,compra
10,2022-10-11,191.41,compra
10,2022-11-20,91.94,mensalidade
10,2022-12-21,101.08,compra
10,2023-01-18,37.47,compra
10,2023-02-07,71.93,compra
10,2023-03-23,234.29,compra
10,2023-03-17,189.47,mensalidade
10,2023-03-27,164.79,compra
10,2023-04-16,103.95,compra
10,2023-04-25,159.76,compra
10,2023-05-01,241.94,compra
10,2023-06-08,93.75,compra
10,2023-06-05,147.2,mensalidade
10,2023-05-26,291.66,compra
10,2023-06-13,206.62,mensalidade
10,2023-06-14,105.0,mensalidade
10,2023-07-10,199.74,compra
10,2023-07-16,24.38,compra
10,2023-07-10,144.05,compra
10,2023-06-25,199.65,compra
10,2023-06-25,180.42,mensalidade
10,2023-08-11,198.85,mensalidade
10,2023-08-07,216.71,compra
10,2023-07-25,186.73,compra
10,2023-07-25,184.37,compra
10,2023-08-10,166.62,compra
10,2023-09-11,6.35,cashback
10,2023-09-03,23.43,cashback
10,2023-08-25,146.84,mensalidade
10,2023-10-21,204.52,mensalidade
10,2023-10-17,225.06,compra
10,2023-10-16,108.72,compra
10,2023-10-08,115.24,compra
10,2023-10-20,125.27,mensalidade
10,2023-10-28,250.46,compra
10,2023-10-28,78.43,compra
10,2023-11-29,265.76,compra
10,2023-12-02,165.72,mensalidade
10,2023-12-01,171.36,compra
10,2023-12-14,221.17,compra
10,2023-12-11,15.66,cashback
10,2024-01-20,235.24,mensalidade
10,2024-01-05,108.62,compra
10,2024-01-02,262.75,mensalidade
11,2023-02-15,114.36,compra
11,2023-02-24,266.27,mensalidade
11,2023-02-25,116.39,compra
11,2023-02-27,127.46,compra
11,2023-03-20,69.67,compra
11,2023-04-04,88.58,compra
11,2023-03-20,147.23,compra
11,2023-03-22,168.74,mensalidade
11,2023-04-03,22.88,cashback
11,2023-05-03,132.88,compra
11,2023-05-15,-60.18,reembolso
11,2023-06-25,180.59,compra
11,2023-06-25,163.32,mensalidade
11,2023-06-30,189.4,compra
11,2023-06-28,98.98,compra
11,2023-08-02,107.52,compra
11,2023-09-04,99.01,compra
11,2023-09-15,24.51,cashback
11,2023-09-28,263.64,mensalidade
11,2023-11-02,104.34,compra
11,2023-11-07,105.82,compra
11,2023-10-23,200.63,compra
11,2023-10-31,273.8,compra
11,2023-12-11,293.67,mensalidade
11,2023-12-14,100.98,mensalidade
11,2023-12-20,11.9,cashback
11,2023-12-19,172.87,mensalidade
11,2024-01-10,176.76,compra
11,2024-01-09,135.84,compra
12,2022-03-08,86.14,compra
12,2022-03-01,147.35,compra
12,2022-02-22,293.56,compra
12,2022-02-23,108.59,mensalidade
12,2022-03-14,167.9,compra
12,2022-04-18,352.15,mensalidade
12,2022-04-07,107.53,compra
12,2022-04-08,204.55,compra
12,2022-04-26,297.74,mensalidade
12,2022-05-21,197.25,mensalidade
12,2022-05-27,238.7,mensalidade
12,2022-06-08,215.64,mensalidade
12,2022-07-15,190.58,mensalidade
12,2022-07-17,260.57,compra
12,2022-07-23,201.9,mensalidade
12,2022-07-30,136.63,compra
12,2022-07-26,161.74,mensalidade
12,2022-08-08,179.49,mensalidade
12,2022-09-08,118.53,compra
12,2022-09-16,165.29,mensalidade
12,2022-10-12,153.71,compra
12,2022-10-19,201.64,mensalidade
12,2022-10-08,323.06,compra
12,2022-10-01,17.0,cashback
12,2022-11-14,276.2,compra
12,2022-11-13,198.63,compra
12,2022-10-25,16.49,cashback
12,2022-11-15,114.29,compra
12,2022-12-07,165.53,mensalidade
12,2022-12-22,160.64,compra
12,2022-12-24,93.99,mensalidade
12,2023-01-03,105.29,mensalidade
12,2023-02-16,180.18,compra
12,2023-01-23,275.24,mensalidade
12,2023-03-12,144.74,compra
12,2023-03-17,34.16,compra
12,2023-03-12,25.9,mensalidade
12,2023-04-02,68.3,compra
12,2023-04-14,206.67,mensalidade
12,2023-03-31,4.76,cashback
12,2023-03-21,219.8,compra
12,2023-04-10,202.02,compra
12,2023-05-16,142.07,mensalidade
12,2023-05-05,-27.96,reembolso
12,2023-05-06,94.65,compra
12,2023-06-01,130.7,compra
12,2023-06-07,178.16,compra
12,2023-07-04,49.88,mensalidade
12,2023-06-26,265.5,compra
12,2023-07-12,177.42,mensalidade
12,2023-07-09,186.54,mensalidade
12,2023-07-23,201.42,compra
12,2023-08-14,256.33,compra
12,2023-08-09,165.72,mensalidade
12,2023-07-30,206.72,compra
12,2023-09-12,95.89,compra
12,2023-08-23,294.08,compra
12,2023-09-29,160.25,compra
12,2023-11-02,95.52,mensalidade
12,2023-11-12,114.31,compra
12,2023-12-14,1.16,compra
12,2023-12-03,113.82,mensalidade
12,2024-01-01,43.91,compra
12,2023-12-24,212.86,mensalidade
12,2023-12-23,184.04,compra
13,2023-06-29,72.64,compra
13,2023-07-31,-146.18,reembolso
13,2023-08-13,149.71,mensalidade
13,2023-07-28,57.33,mensalidade
13,2023-07-23,132.32,compra
13,2023-08-22,152.15,compra
13,2023-08-25,130.23,compra
13,2023-10-04,95.44,compra
13,2023-10-07,69.87,compra
13,2023-10-07,127.51,mensalidade
13,2023-10-06,104.31,compra
13,2023-10-23,195.81,compra
13,2023-10-20,261.95,compra
13,2023-10-22,22.4,cashback
13,2023-10-31,154.77,mensalidade
13,2023-11-22,98.25,mensalidade
13,2023-12-09,221.62,compra
13,2023-12-09,200.81,mensalidade
13,2023-12-15,255.39,compra
13,2023-11-30,165.81,mensalidade
13,2023-12-20,288.88,compra
13,2023-12-29,165.83,compra
13,2024-01-02,97.89,mensalidade
13,2024-01-01,111.29,compra
14,2023-05-01,191.83,mensalidade
14,2023-06-05,104.1,compra
14,2023-05-15,288.2,compra
14,2023-05-26,-184.91,reembolso
14,2023-05-24,153.04,compra
14,2023-05-13,159.6,mensalidade
14,2023-06-13,129.41,mensalidade
14,2023-06-12,16.51,mensalidade
14,2023-06-16,111.35,compra
14,2023-06-17,275.92,compra
14,2023-07-23,167.96,compra
14,2023-07-12,233.77,mensalidade
14,2023-07-10,23.63,cashback
14,2023-08-21,146.92,compra
14,2023-08-16,20.22,cashback
14,2023-09-17,23.89,compra
14,2023-09-23,268.12,mensalidade
14,2023-10-03,260.41,compra
14,2023-09-10,189.52,compra
14,2023-10-16,170.85,compra
14,2023-10-15,147.96,compra
14,2023-10-31,243.82,mensalidade
14,2023-11-27,211.74,compra
14,2023-11-27,77.88,compra
14,2023-11-14,12.1,cashback
14,2023-11-22,60.43,compra
14,2023-12-12,46.43,mensalidade
15,2022-03-23,242.87,compra
15,2022-04-04,146.25,compra
15,2022-04-02,188.16,compra
15,2022-05-05,156.15,compra
15,2022-05-18,47.36,mensalidade
15,2022-05-20,25.47,mensalidade
15,2022-05-03,115.75,mensalidade
15,2022-05-07,122.11,compra
15,2022-06-05,122.06,mensalidade
15,2022-06-18,124.27,mensalidade
15,2022-06-18,316.14,mensalidade
15,2022-06-27,232.42,compra
15,2022-07-02,169.1,compra
15,2022-07-03,144.27,compra
15,2022-07-12,14.7,cashback
15,2022-07-15,208.61,compra
15,2022-08-07,143.54,compra
15,2022-08-02,223.31,compra
15,2022-09-04,177.72,compra
15,2022-09-02,317.07,compra
15,2022-10-16,138.83,compra
15,2022-10-15,238.65,compra
15,2022-10-13,66.81,mensalidade
15,2022-11-10,100.1,mensalidade
15,2022-11-17,303.12,compra
15,2022-10-30,21.96,cashback
15,2022-11-02,189.65,mensalidade
15,2022-12-01,342.27,mensalidade
15,2022-12-19,145.39,compra
15,2022-12-18,238.44,compra
15,2022-12-05,244.96,mensalidade
15,2022-12-26,280.67,compra
15,2023-01-10,58.29,mensalidade
15,2022-12-29,144.87,mensalidade
15,2023-02-09,176.3,mensalidade
15,2023-01-28,279.1,mensalidade
15,2023-02-13,186.28,compra
15,2023-02-16,245.16,mensalidade
15,2023-02-09,51.79,mensalidade
15,2023-03-18,126.19,mensalidade
15,2023-04-14,260.06,compra
15,2023-03-29,136.15,compra
15,2023-04-06,151.25,compra
15,2023-04-17,277.56,compra
15,2023-05-19,82.24,compra
15,2023-05-15,98.88,compra
15,2023-04-25,44.15,compra
15,2023-06-13,281.36,mensalidade
15,2023-06-07,230.79,compra
15,2023-05-27,228.54,compra
15,2023-06-12,124.01,compra
15,2023-06-30,38.83,compra
15,2023-07-01,18.37,compra
15,2023-07-14,260.74,mensalidade
15,2023-08-14,195.11,mensalidade
15,2023-08-05,210.71,compra
15,2023-08-25,17.25,cashback
15,2023-09-06,89.68,compra
15,2023-09-11,127.55,compra
15,2023-09-07,70.91,mensalidade
15,2023-10-05,61.71,compra
15,2023-10-10,223.47,mensalidade
15,2023-10-09,24.36,compra
15,2023-10-20,71.4,compra
15,2023-10-15,132.03,mensalidade
15,2023-11-09,158.43,mensalidade
15,2023-10-24,43.28,compra
15,2023-11-17,2.26,cashback
15,2023-11-03,185.24,compra
15,2023-12-12,167.91,compra
15,2023-12-13,259.13,mensalidade
15,2023-11-25,159.78,mensalidade
15,2023-11-26,193.46,mensalidade
15,2023-12-17,93.84,mensalidade
15,2024-01-13,96.97,compra
15,2024-01-13,50.49,mensalidade
16,2022-01-15,94.57,compra
16,2022-01-30,126.4,mensalidade
16,2022-01-29,249.82,compra
16,2022-02-28,83.17,compra
16,2022-04-03,321.61,compra
16,2022-03-20,200.7,compra
16,2022-04-04,183.1,compra
16,2022-03-23,153.5,mensalidade
16,2022-04-10,138.24,compra
16,2022-05-18,105.4,compra
16,2022-06-26,40.42,compra
16,2022-07-03,85.71,compra
16,2022-07-27,281.13,mensalidade
16,2022-07-28,195.52,compra
16,2022-08-01,280.27,compra
16,2022-07-28,103.47,compra
16,2022-07-17,68.82,compra
16,2022-08-21,152.73,compra
16,2022-08-22,88.4,mensalidade
16,2022-08-24,168.7,mensalidade
16,2022-09-03,25.53,mensalidade
16,2022-10-02,9.5,compra
16,2022-09-26,179.92,mensalidade
16,2022-09-14,283.81,compra
16,2022-09-21,183.52,compra
16,2022-09-10,194.67,compra
16,2022-10-13,156.08,mensalidade
16,2022-10-19,163.55,compra
16,2022-10-23,36.9,compra
16,2022-10-12,91.16,mensalidade
16,2022-12-06,248.89,mensalidade
16,2022-12-21,-62.61,reembolso
16,2022-12-19,12.47,cashback
16,2023-01-24,247.05,compra
16,2023-02-04,161.34,mensalidade
16,2023-01-16,165.36,compra
16,2023-02-25,125.27,mensalidade
16,2023-02-21,206.65,compra
16,2023-02-25,226.54,compra
16,2023-02-13,87.12,compra
16,2023-02-24,4.35,cashback
16,2023-03-20,3.1,compra
16,2023-03-12,190.64,compra
16,2023-03-19,18.11,cashback
16,2023-03-11,349.44,compra
16,2023-04-10,156.55,compra
16,2023-05-30,142.09,mensalidade
16,2023-05-13,171.39,mensalidade
16,2023-05-31,175.74,compra
16,2023-07-03,136.0,compra
16,2023-06-17,89.54,mensalidade
16,2023-07-15,152.25,mensalidade
16,2023-07-27,149.27,mensalidade
16,2023-07-15,148.0,mensalidade
16,2023-07-20,215.42,mensalidade
16,2023-07-27,150.83,compra
16,2023-08-24,45.05,compra
16,2023-08-17,101.24,compra
16,2023-09-04,135.04,compra
16,2023-08-22,15.45,cashback
16,2023-09-15,192.38,compra
16,2023-09-30,155.16,compra
16,2023-10-22,8.04,compra
16,2023-10-10,53.22,mensalidade
16,2023-11-02,197.99,mensalidade
16,2023-10-29,132.92,compra
16,2023-11-24,-269.26,reembolso
16,2023-11-28,-161.89,reembolso
16,2023-12-22,123.03,compra
16,2023-12-10,100.93,mensalidade
16,2024-01-01,125.8,compra
16,2023-12-16,162.85,mensalidade
17,2023-02-11,150.24,mensalidade
17,2023-02-27,225.96,compra
17,2023-03-21,31.21,compra
17,2023-04-28,40.65,compra
17,2023-05-08,132.02,compra
17,2023-05-14,193.32,mensalidade
17,2023-05-13,210.73,compra
17,2023-05-09,103.88,compra
17,2023-05-17,57.28,compra
17,2023-06-11,106.3,compra
17,2023-07-19,181.34,compra
17,2023-07-23,148.78,compra
17,2023-07-13,196.34,compra
17,2023-07-22,245.73,compra
17,2023-08-22,137.32,compra
17,2023-08-15,114.54,mensalidade
17,2023-08-21,79.22,compra
17,2023-08-06,40.25,compra
17,2023-09-14,20.92,mensalidade
17,2023-09-30,96.47,mensalidade
17,2023-09-17,233.19,compra
17,2023-10-08,204.23,compra
17,2023-10-29,11.1,cashback
17,2023-10-24,322.58,mensalidade
17,2023-10-25,101.54,mensalidade
17,2023-10-28,254.14,compra
17,2023-11-22,274.92,compra
17,2023-11-21,186.8,compra
17,2023-11-05,95.78,mensalidade
17,2023-12-13,120.77,compra
17,2023-12-06,164.77,compra
18,2023-02-26,42.23,compra
18,2023-02-20,72.27,mensalidade
18,2023-03-28,66.25,compra
18,2023-04-08,192.93,compra
18,2023-05-03,244.86,compra
18,2023-04-29,207.52,compra
18,2023-06-05,229.68,mensalidade
18,2023-05-21,89.46,compra
18,2023-06-04,124.19,mensalidade
18,2023-05-29,129.93,mensalidade
18,2023-06-22,186.47,compra
18,2023-07-02,32.32,cashback
18,2023-07-07,9.85,cashback
18,2023-07-04,224.23,mensalidade
18,2023-08-03,272.28,mensalidade
18,2023-07-22,190.63,mensalidade
18,2023-08-26,12.08,cashback
